gene_id	gene_biotype	log2FC	qval
FMO5	protein_coding	3.04446882190997	1.99914383095895e-16
RND1	protein_coding	1.47224145340187	1.99955755717645e-16
DSC3	protein_coding	1.74656251121542	2.11541384022168e-16
MEX3B	protein_coding	-1.23051343835981	2.42658444188038e-16
NEK6	protein_coding	-0.814569140676571	2.49686475176925e-16
LINC01806	lncRNA	-4.52957464059248	2.83434981268456e-16
ZEB2	protein_coding	-1.91073555507374	3.21519084502118e-16
SELENBP1	protein_coding	1.58217874585203	3.64728169793996e-16
PLXNA2	protein_coding	3.04452372501623	3.7028487665227e-16
NMT2	protein_coding	-0.963829543273033	3.8121306693419e-16
GK	protein_coding	1.02790554648015	3.91634446657614e-16
PRICKLE2	protein_coding	0.802838106452664	3.9670377311472e-16
SMIM6	protein_coding	1.23674327891975	3.99177030691217e-16
C2orf72	protein_coding	1.52640803677143	4.72294641789797e-16
MSTRG.3247	NA	-0.970306448799614	5.10994641964849e-16
MSTRG.15144	NA	-2.1543884210024	5.38772344644867e-16
ACSL3	protein_coding	-0.576384658617404	5.39682015911127e-16
C6orf141	protein_coding	-1.26243543546465	5.50877207299911e-16
MSTRG.9723	NA	2.16668706398997	6.20528593340862e-16
MSTRG.28521	NA	4.21579368860867	6.32194582877736e-16
DSP	protein_coding	1.08646557240771	6.41851856026478e-16
MSTRG.3900	NA	1.54615650232602	6.7986413628581e-16
LRRFIP1	protein_coding	-0.582838929347333	7.34586550858061e-16
KRT17	protein_coding	3.72179799381595	7.37088653661141e-16
SSB	protein_coding	-0.575232767457894	7.42821370403104e-16
CYP4F12	protein_coding	1.62975782064146	7.95582009144085e-16
NALCN	protein_coding	-1.16316002634313	8.07652801685821e-16
SEPTIN10	protein_coding	-0.81887298160326	8.1121197922268e-16
DDIT4	protein_coding	-1.57338555459642	8.19405184479546e-16
BAG3	protein_coding	-0.652001283667787	8.19405184479546e-16
KIF13A	protein_coding	-0.730990011474863	8.51709403178875e-16
P2RX5	protein_coding	-1.10845217509677	8.68289729664769e-16
MSTRG.9771	NA	1.00047747119936	9.65649655260614e-16
RNASEH1-DT	lncRNA	-0.817181054929865	1.00054848138848e-15
ERRFI1	protein_coding	0.676993435517665	1.01338836709253e-15
HIP1R	protein_coding	0.898833245090719	1.07482594703133e-15
TUBB2B	protein_coding	-1.18359532755582	1.11470064074198e-15
SERINC5	protein_coding	0.906556684682645	1.17039806563587e-15
SLC35F2	protein_coding	-0.76461374489034	1.21657118931784e-15
SLC12A2	protein_coding	1.32083100600808	1.25435644283696e-15
KCTD1	protein_coding	0.690317024073592	1.25518172575702e-15
ENSG00000253671	lncRNA	2.06042764526735	1.29794254825564e-15
REXO2	protein_coding	-0.858730463165293	1.33103815403555e-15
BCAS1	protein_coding	2.79710876937125	1.39138999394393e-15
GLIS2	protein_coding	0.57078051726648	1.40790057612924e-15
SLC13A2	protein_coding	4.09125948313658	1.49917383683419e-15
NRARP	protein_coding	1.1020503669809	1.55339975030928e-15
KLF7	protein_coding	-0.869639245927678	1.67848405138501e-15
MSTRG.8357	NA	6.15111096003107	1.97532893390818e-15
MGAM	protein_coding	3.21983300882517	2.0627618679037e-15
MSTRG.19756	NA	0.795145911334007	2.06645445838076e-15
MITD1	protein_coding	-0.775478236335344	2.12507458242785e-15
MSTRG.20034	NA	-0.897884315815808	2.18561282880241e-15
ATF3	protein_coding	1.7772266644319	2.2197249660233e-15
CLK1	protein_coding	-0.799492051977733	2.2432317376796e-15
SCML1	protein_coding	0.772578017196647	2.24465657864823e-15
HSPA2	protein_coding	-1.26929503045433	2.49091193757267e-15
SMPDL3B	protein_coding	1.30754059994096	2.50938930415682e-15
AP2M1	protein_coding	-0.506734991323844	2.56801873726742e-15
PMS1	protein_coding	-0.809184477048244	2.58246769885982e-15
PINK1	protein_coding	-0.674693773486214	2.68856431510444e-15
MSTRG.28594	NA	-0.580269181154191	2.88335357149744e-15
POPDC3	protein_coding	-0.982823123242739	3.4514264643495e-15
SLC35F6	protein_coding	-0.578880673189724	3.86665131195646e-15
PALD1	protein_coding	-0.78914980983826	3.87995712314529e-15
ADD3	protein_coding	1.01433414116368	3.97531771949921e-15
CRABP1	protein_coding	2.58215604424284	4.20458469399018e-15
SLC17A3	protein_coding	1.13423303433996	4.20458469399018e-15
STK25	protein_coding	-0.688057180769556	4.43700034850952e-15
CALD1	protein_coding	-0.636904133424771	4.72561670284176e-15
ADARB1	protein_coding	-1.51683639145089	4.77401031992198e-15
ETV4	protein_coding	1.3636467704159	4.88218575775281e-15
HNRNPA3	protein_coding	-0.598693202958511	4.88218575775281e-15
ADAMTSL4	protein_coding	-2.06565002442839	5.8739865337855e-15
NHERF4	protein_coding	2.55999024526231	5.94440495800709e-15
RPS2	protein_coding	-0.529983411821831	8.19301050701085e-15
DOCK4	protein_coding	-1.323182785409	9.01731349914253e-15
TUBA4A	protein_coding	-0.525381686389904	9.12936882933063e-15
CD302	protein_coding	0.773751257387293	9.25220600721516e-15
MAP4K4	protein_coding	-0.57209638314658	1.05085599111917e-14
MSTRG.25590	NA	0.891791639254774	1.06650633371669e-14
TBX18	protein_coding	1.08268735730895	1.24444743903918e-14
ENSG00000267288	lncRNA	1.11519920060302	1.35619528741074e-14
DPP9	protein_coding	-0.775267932701093	1.37895004539682e-14
MSTRG.21571	NA	-0.528637985476375	1.44174978686961e-14
MDGA1	protein_coding	-1.95262248351228	1.47192063084942e-14
TRIML2	protein_coding	-1.03471596545677	1.48893610920519e-14
MSTRG.2912	NA	0.903102107543137	1.65502701874465e-14
MSTRG.29270	NA	1.3527618393619	1.66134430535167e-14
JCAD	protein_coding	-1.50562335685171	1.7005043821787e-14
MSTRG.17500	NA	-3.22292413251481	1.74145949439299e-14
ACKR3	protein_coding	-3.38806170611661	2.1213340969207e-14
PPP1CB	protein_coding	-0.505005968908926	2.15487430094911e-14
SNAI1	protein_coding	-1.65520009365593	2.1599612832301e-14
MSTRG.5841	NA	-1.42613963899558	2.33299280588311e-14
PRRT1B	protein_coding	2.27549478664174	2.33766956832217e-14
MSTRG.5662	NA	-1.47049594820138	2.43825535089631e-14
CERCAM	protein_coding	-0.946196222355574	2.53666508490583e-14
NEXN	protein_coding	-1.63183097933603	2.58172510151037e-14
SEZ6L2	protein_coding	-0.942756288742228	2.81950938797521e-14
FASTKD1	protein_coding	-0.974115657587331	2.82073748923563e-14
SGO2	protein_coding	-1.10001956632351	3.00385112325355e-14
HDLBP	protein_coding	-0.540147800666887	3.40228981537252e-14
MSTRG.5696	NA	-0.53771482484319	3.51685073637668e-14
MSTRG.17252	NA	-1.01463169076111	3.58434122235154e-14
TP53I11	protein_coding	1.21566749723337	4.07600640315749e-14
MSTRG.16364	NA	-0.609934943215079	4.13425171085371e-14
NDRG2	protein_coding	1.48154287577314	4.27761417336748e-14
MSTRG.20335	NA	0.739966834181393	4.577688844018e-14
RANBP2	protein_coding	-0.668317131329913	4.85372098972857e-14
ITGB1P1	processed_pseudogene	-0.759151210327091	5.21663727028416e-14
RNASE4	protein_coding	1.71286859961358	5.8068924487982e-14
LBH	protein_coding	-1.15300490056749	5.90028028665036e-14
PTGS2	protein_coding	2.21103336581429	5.9055433527108e-14
APOC1	protein_coding	-0.776628109628104	6.01073687269941e-14
FSCN1	protein_coding	-0.718030430988164	6.2248814247242e-14
ITPRID2	protein_coding	-0.565772179057372	6.25933276566521e-14
MSTRG.18191	NA	-1.24578378820767	6.39093425597084e-14
GRTP1	protein_coding	1.3320656324848	6.48872261399123e-14
ITGA2	protein_coding	-0.623912252685967	6.59463057590381e-14
WDCP	protein_coding	-0.731941940487459	6.73205396724152e-14
C9orf152	protein_coding	2.95158226033337	6.92426338390061e-14
TPD52L2	protein_coding	-0.491927551448259	7.16427193794444e-14
LRP4	protein_coding	1.59563833736707	7.29346972726471e-14
MSTRG.16090	NA	0.756608573276703	7.94575597991339e-14
ENSG00000289978	lncRNA	2.45208672518353	8.17694634513535e-14
MSTRG.6834	NA	-0.864787441653128	8.68418965575181e-14
ST6GALNAC1	protein_coding	3.71412820243198	8.8293401034457e-14
SLC25A25	protein_coding	0.69539399330351	9.04731553620818e-14
NEIL3	protein_coding	-0.595001332838367	9.14585034361776e-14
ENSG00000259976	lncRNA	0.637825369495929	9.16168814133736e-14
CCBE1	protein_coding	-3.32300776497281	9.5163354379641e-14
NDUFS1	protein_coding	-0.521719236953649	1.10041417695261e-13
SVEP1	protein_coding	-3.64719848201531	1.11432667857318e-13
PSMB9	protein_coding	-1.36342788373905	1.17846415861732e-13
ENSG00000231683	lncRNA	1.98706044193981	1.19514962017395e-13
NRP1	protein_coding	-0.560532386222388	1.40515100094288e-13
LINC01270	lncRNA	1.02930058240167	1.45509657548296e-13
MSTRG.8246	NA	1.05093763021586	1.46330018698882e-13
MEN1	protein_coding	-0.608366505261523	1.49161987559973e-13
RHOBTB1	protein_coding	1.60046023030062	1.52717753561606e-13
MSTRG.26962	NA	0.877161089315665	1.58233795440125e-13
RHOBTB2	protein_coding	-0.670331558886517	1.70198113810667e-13
BPIFA2	protein_coding	4.08102050875814	1.83170491555877e-13
PDLIM7	protein_coding	-0.922395456719883	1.86318300393204e-13
HMGN5	protein_coding	1.14626786457893	1.86318300393204e-13
COL26A1	protein_coding	2.43397609077228	1.95241720747466e-13
ADISSP	protein_coding	-0.518609580720035	1.96034606583289e-13
PPFIBP2	protein_coding	0.754910587582307	2.01598663002888e-13
MSTRG.20547	NA	1.78144373335775	2.02038526876606e-13
ENSG00000291142	lncRNA	-1.08726668765911	2.03844181933693e-13
MSTRG.18116	NA	-0.58234684430872	2.05945359585992e-13
OST4	protein_coding	-0.492332308563924	2.07066108978126e-13
MSL3P1	transcribed_processed_pseudogene	-0.690368679147168	2.08907169636339e-13
MSTRG.17866	NA	-0.478484061994274	2.19154072877227e-13
SSTR5	protein_coding	3.76980358048466	2.28639123533048e-13
LTBR	protein_coding	0.516088761788984	2.3837076170592e-13
SOWAHC	protein_coding	-0.606484927490386	2.53914564339736e-13
ARSL	protein_coding	0.77552704183309	2.67923875116961e-13
ZNF488	protein_coding	-0.825442430611215	2.74644287881817e-13
MSTRG.4850	NA	-1.34160231569941	2.74720548523635e-13
FAS	protein_coding	-0.698873593343425	2.79908669833245e-13
FLNC	protein_coding	-1.90864007782649	2.86075091693188e-13
MSTRG.13656	NA	1.18588855811182	3.06238178560588e-13
NIF3L1	protein_coding	-0.60655666989832	3.07509645552143e-13
ENSG00000277196	protein_coding	2.12271298166905	3.22136425337306e-13
HTRA2	protein_coding	-0.664046371009478	3.28142668391313e-13
MSTRG.18621	NA	-1.68832578976411	3.34608530363824e-13
MSTRG.18589	NA	-0.531027344227907	3.40935602394475e-13
RASA3	protein_coding	-1.09232057205418	3.84933366586135e-13
AGAP1	protein_coding	-0.715431963174131	3.90336753276136e-13
MSTRG.18462	NA	-0.49506203660187	3.96029259727002e-13
MSTRG.16705	NA	0.751082231087077	4.37773326815445e-13
RAB8B	protein_coding	-0.923252815223955	4.44331569086345e-13
RTL8C	protein_coding	-0.600093624062343	4.46574793974907e-13
RRS1	protein_coding	-0.665964612631761	4.59455248006419e-13
TBXAS1	protein_coding	0.895513019961908	4.63671948890938e-13
MSTRG.25099	NA	-0.883246917572883	4.6460722694945e-13
CHASERR	lncRNA	0.68177654262124	4.85697334370926e-13
LDAH	protein_coding	-0.688578304181313	4.90616127840947e-13
RPL22L1	protein_coding	-0.877975630546572	4.90736787361177e-13
SUSD2	protein_coding	-2.06368126011753	4.91053171884639e-13
DEPDC1	protein_coding	-0.591228233656194	5.01395214637649e-13
EPHX1	protein_coding	0.956470605421278	5.05725533137312e-13
ARPC2	protein_coding	-0.609435285473912	5.28043536144379e-13
MSTRG.1670	NA	-1.71261247393722	5.55454920991883e-13
PC	protein_coding	-0.692792895096126	5.61933009546948e-13
PDZK1	protein_coding	2.30168913825243	5.66518282512895e-13
HOOK1	protein_coding	2.32499809347965	5.92638715463151e-13
MSTRG.26809	NA	2.21095301762885	5.93587852275225e-13
MARVELD2	protein_coding	1.06098836023564	6.09788648734048e-13
IL6	protein_coding	-2.24851870772005	6.30161618972901e-13
GALNT4	protein_coding	2.00960300809525	6.36795999455927e-13
PLEK2	protein_coding	-1.08015596429976	6.79132305094466e-13
FAM131B-AS2	lncRNA	-1.51086495560693	7.90011470098349e-13
SERPINH1	protein_coding	-0.60982826581643	8.2788293760833e-13
APOE	protein_coding	-1.47055588736477	8.42544096896111e-13
IRAK2	protein_coding	-0.68446120486532	8.78998642054001e-13
MSTRG.13482	NA	3.26731255791422	9.54284189389031e-13
UGT1A7	protein_coding	-1.64207323998217	9.5811322513277e-13
MSTRG.14650	NA	0.560846428681977	1.01894638430473e-12
CETN3	protein_coding	-0.655380369666537	1.03127426389798e-12
MAOA	protein_coding	1.98273139002865	1.03127426389798e-12
DCTN1	protein_coding	-0.603550621178254	1.03403699895901e-12
MSTRG.29585	NA	-1.70950840034431	1.0405303129628e-12
CASTOR3P	transcribed_unprocessed_pseudogene	1.12890159533649	1.31054448076711e-12
MSTRG.1082	NA	-0.946723703258217	1.37304486319531e-12
RASSF6	protein_coding	1.07239004339065	1.46544464063254e-12
LINC01914	lncRNA	-1.97063092043626	1.48663553985884e-12
LIMS1	protein_coding	-0.575676201061443	1.54767832809922e-12
MSTRG.12637	NA	0.778317315461561	1.58016597608766e-12
PARP3	protein_coding	-0.978234588067798	1.59704157100402e-12
DARS2	protein_coding	-0.475077634133683	1.62464688195475e-12
ARRDC2	protein_coding	0.904200667971875	1.62464688195475e-12
CTPS1	protein_coding	-0.474845712179699	1.62562158640154e-12
DDR1	protein_coding	0.794862277765625	1.64739456932678e-12
VSIG1	protein_coding	2.84190805672753	1.67716242007284e-12
MSTRG.14063	NA	0.673474765436771	1.68049974945754e-12
FAM107B	protein_coding	0.537578515825782	1.73139901101324e-12
TSPAN7	protein_coding	-2.12022585935291	1.73139901101324e-12
CDKN2C	protein_coding	0.748499288333142	1.89877697270615e-12
LINC00488	lncRNA	2.13339584712888	2.02724709664251e-12
MSTRG.22999	NA	1.8640316402548	2.05757227134480e-12
MSTRG.21585	NA	-1.3282337287897	2.09913182426616e-12
ZNF608	protein_coding	1.22563062296955	2.10014881616917e-12
ADAMTS12	protein_coding	-3.30833174051857	2.10089679206002e-12
PLEKHA5	protein_coding	0.706658300541643	2.10089679206002e-12
SERPINB1	protein_coding	0.552990312995183	2.11048416712771e-12
MSTRG.20322	NA	2.12551882789713	2.13378763053786e-12
THBS1	protein_coding	0.806598408828587	2.15548395320237e-12
MRPL33	protein_coding	-0.456768066949298	2.26901940583651e-12
PLS1	protein_coding	0.789481812461949	2.35557530396321e-12
MSTRG.22618	NA	0.702695125662833	2.44812747689593e-12
TRAF4	protein_coding	0.609841268224291	2.54263095586851e-12
RUNX2	protein_coding	-2.93909334871102	2.57187077098934e-12
GPR176	protein_coding	-2.36632714281339	2.5809604368058e-12
MIR22HG	lncRNA	0.568057033103328	2.95674476607691e-12
DOCK2	protein_coding	-2.49972513338616	2.95674476607691e-12
IMP4	protein_coding	-0.661315130501032	2.97602847805928e-12
ENSG00000261468	lncRNA	1.61286100642799	2.98219317752578e-12
TENT5A	protein_coding	2.17474961980712	3.06429707479299e-12
MSTRG.22528	NA	0.900938656958362	3.12741067372751e-12
MSTRG.8662	NA	0.479451584983507	3.22154247895349e-12
CBX2	protein_coding	0.669989366711544	3.24883345426162e-12
ANKDD1A	protein_coding	-1.8754880185642	3.25946299570273e-12
PLK2	protein_coding	-0.683542476608735	3.34344299872641e-12
P3H3	protein_coding	-1.00880114679048	3.47068984189694e-12
MSTRG.13710	NA	0.666858994581763	3.5926621380197e-12
MSTRG.26650	NA	-0.901266456992503	3.6166088502723e-12
MSTRG.2921	NA	2.21775561782822	3.93074562825217e-12
MSTRG.16396	NA	-1.14617929728484	3.9762489038497e-12
MSTRG.24845	NA	-1.57231203537425	4.4504386194542e-12
RPE	protein_coding	-0.5460338343117	4.52443864929342e-12
MSTRG.4413	NA	-2.83389939513555	4.57423015757411e-12
SERPINB6	protein_coding	-0.484443722949599	4.58788509743274e-12
ST6GALNAC6	protein_coding	-0.697163586289936	4.79600750759954e-12
TM4SF4	protein_coding	1.38008658681898	4.96446871194195e-12
BCAN-AS1	lncRNA	1.18823266566111	4.98906643783913e-12
CWC22	protein_coding	-0.603379527400821	5.04947881466308e-12
LRRK1	protein_coding	-0.698486502167289	5.05192334914376e-12
DDX18	protein_coding	-0.52330005492205	5.18901198315783e-12
MSTRG.22574	NA	-0.951169479166589	5.33258551514288e-12
KLF13	protein_coding	0.701180844520935	5.3504670223577e-12
PELI1	protein_coding	1.92727813944886	5.3825891200867e-12
NIFK	protein_coding	-0.664914233740228	5.48903789626084e-12
MSTRG.18475	NA	-0.489915566989022	5.58481510843365e-12
PDZK1IP1	protein_coding	-1.21649696508229	5.63009050657064e-12
NAV1	protein_coding	-1.66249013949035	5.69503143140343e-12
LETM2	protein_coding	-1.48111379311197	5.78951789089923e-12
TLE3	protein_coding	0.953218280361157	5.95039520537034e-12
MSTRG.9377	NA	0.688520660411224	6.07502805209725e-12
MSTRG.18585	NA	-0.452135207261411	6.13004668893967e-12
DNAH17-AS1	lncRNA	-1.61890422680728	6.33871261079096e-12
AQP3	protein_coding	2.06014916525976	6.47550106531849e-12
GUCA2A	protein_coding	3.6119049955321	6.4867766632124e-12
MSTRG.24143	NA	1.39624236122769	6.50200190720619e-12
ITGA3	protein_coding	-1.09179093528246	7.20760827818711e-12
MSTRG.2531	NA	-0.552181076801879	7.2438621887426e-12
MCFD2	protein_coding	-0.518087044023136	7.25832661614324e-12
CAV2	protein_coding	-0.581018636014488	7.34602836728146e-12
SF3B6	protein_coding	-0.500807026142395	7.70171987929966e-12
MSTRG.3408	NA	-0.750558173765248	7.74657445757977e-12
MSTRG.22326	NA	0.657991109308827	7.8186741550156e-12
HOXD-AS2	lncRNA	-3.59905490541758	9.28084810617351e-12
COPS8	protein_coding	-0.52648316120271	1.09238226725553e-11
MSTRG.24809	NA	2.34049606125022	1.14353172825735e-11
CUL4B	protein_coding	-0.495135379408884	1.1744015681899e-11
PEX10	protein_coding	-0.929199964765131	1.26698599846827e-11
MSTRG.27217	NA	2.2806886550793	1.27384240945818e-11
POLE	protein_coding	0.584728131751006	1.27834974657059e-11
TMEM185B	protein_coding	-0.674210414024682	1.27834974657059e-11
ENTPD2	protein_coding	2.41199226802797	1.38379672982241e-11
MSTRG.27459	NA	-0.679637323728248	1.38425760523127e-11
SUCLG2-DT	lncRNA	-0.72632853735101	1.40697099320591e-11
F13B	protein_coding	2.2993059784402	1.43227497375455e-11
ENSG00000187185	lncRNA	-0.868057210735875	1.44206137095743e-11
MSTRG.28529	NA	0.75546197501618	1.48658859192382e-11
ITIH2	protein_coding	3.48890607776516	1.51339683944066e-11
CPD	protein_coding	0.613036865227199	1.59201573829632e-11
MSTRG.18346	NA	-1.2106726621591	1.63393089955934e-11
KIAA1549	protein_coding	0.640965671777219	1.63744182845544e-11
AOX1	protein_coding	-2.26348643339557	1.7729884349446e-11
TOP2A	protein_coding	-0.46153716043778	1.77606964001801e-11
MSTRG.29175	NA	-0.485358834462525	1.77606964001801e-11
PCBP1	protein_coding	-0.432287246516585	1.79371131953774e-11
ASRGL1	protein_coding	0.882738534398614	1.79911743323439e-11
TMBIM6	protein_coding	0.441962640076988	1.79911743323439e-11
NOC3L	protein_coding	-0.663186023247705	1.86018584069505e-11
PAX7	protein_coding	3.17713719385656	1.8770732034293e-11
TGFB1	protein_coding	-0.887235562810895	1.90104474732181e-11
SMIM14	protein_coding	0.839513502998859	1.97611047380745e-11
ODF3B	NA	-1.80217825615247	2.04686975246475e-11
